96	WiFi AP	D-Link	DAP-2680	A1	unknown 2021	21.02.3		Qualcomm Atheros QCA9558	¿	1	16	256	-	1	b/g/n	a/n/ac		Qualcomm Atheros QCA9558, Qualcomm Atheros QCA9884	-	-	https://eu.dlink.com/uk/en/products/dap-2680-wireless-ac1750-wave-2-dualband-poe-access-point			View/Edit data
97	WiFi Router	D-Link	DAP-2695	A1	Available 2018	21.02.3		Qualcomm Atheros QCA9558	720	1	16	256	-	2	b/g/n	a/n/ac		Qualcomm Atheros QCA9558, Qualcomm Atheros QCA9880	-	-	http://us.dlink.com/products/business-solutions/wireless-ac1750-simultaneous-dual-band-poe-access-point/	dap-2695		View/Edit data
98	WiFi AP	D-Link	DAP-3662	A1	unknown 2021	21.02.0		Qualcomm Atheros QCA9557	720	1	16	128	-	2	b/g/n	a/n/ac		Qualcomm Atheros QCA9557, Qualcomm Atheros QCA9882	-	-	http://eu.dlink.com/uk/en/products/dap-3662-wireless-ac1200-concurrent-dual-band-outdoor-poe-access-point			View/Edit data
99	Switch	D-Link	DGS-1210-10P	F1 or newer (older versions are different SoC)	Available 2020	21.02.3		Realtek RTL8380M	500	1	32	128	-	8	-	-		-	-	-	https://www.dlink.com/en/products/dgs-1210-10p-10-port-gigabit-smart-managed-poe-switch			View/Edit data
100	Switch	D-Link	DGS-1210-16	G1	Available 2020	21.02.3		Realtek RTL8382M	500	1	32	128	-	16	-	-		-	-	-	https://eu.dlink.com/uk/en/products/dgs-1210-series-gigabit-smart-plus-switches	dgs-1210-16_g1		View/Edit data
101	Switch	D-Link	DGS-1210-28	F1, F2 or newer (older versions are different SoC)	Available 2020	21.02.3		Realtek RTL8382M	500	1	32	128	-	28	-	-		-	-	-	https://eu.dlink.com/uk/en/products/dgs-1210-series-gigabit-smart-plus-switches			View/Edit data
102	WiFi Router	D-Link	DIR-842	C3	Available 2019	21.02.3		Qualcomm Atheros QCA9563	750	1	16	128	-	5	b/g/n	a/n/ac		Qualcomm Atheros QCA9563, Qualcomm Atheros QCA9888	-	-	https://us.dlink.com/en/products/dir-842-wireless-ac1200-mu-mimo-wi-fi-gigabit-router	dir-842		View/Edit data
103	WiFi Router	D-Link	DIR-853	A3	unknown 2021	snapshot		MediaTek MT7621AT	880	2	128NAND	256	-	5	b/g/n	a/n/ac		MediaTek MT7615DN	-	1x 3.0	https://www.dlink.com/en/products/dir-853-ac1300-mu-mimo-wi-fi-gigabit-router			View/Edit data
104	WiFi Router	D-Link	DIR-853	R1	unknown 2021	snapshot		MediaTek MT7621AT	880	2	16	128	-	5	b/g/n	a/n/ac		MediaTek MT7615DN	-	¿	http://¿			View/Edit data
105	WiFi Router	D-Link	DIR-878	A1	Available 2019	21.02.3		MediaTek MT7621AT	880	2	16	128	-	5	b/g/n	a/n/ac		MediaTek MT7615N	-	-	https://www.dlink.com/en/products/dir-878-ac1900-mu-mimo-wi-fi-router	dir-878_a1	https://forum.openwrt.org/t/support-for-dir-878/18160	View/Edit data
106	WiFi Router	D-Link	DIR-882	A1	Available 2020	21.02.3		MediaTek MT7621AT	880	2	16	128	-	5	b/g/n	a/n/ac		MediaTek MT7615N	-	1x 2.0, 1x 3.0	https://www.dlink.com/en/products/dir-882-exo-ac2600-mu-mimo-wi-fi-router	dir-882_a1	https://forum.openwrt.org/t/odds-of-timely-d-link-dir-882-or-878-support-in-2018/10725/44	View/Edit data
107	WiFi Router	D-Link	DIR-882	R1	unknown 2020	21.02.3		MediaTek MT7621AT	880	2	16	128	-	5	b/g/n	a/n/ac		MediaTek MT7615N	-	1x 2.0, 1x 3.0	https://eu.dlink.com/uk/en/products/dir-882-exo-ac2600-mumimo-wifi-router			View/Edit data
108	WiFi Router	D-Link	DIR-885L	A1	Available 2018	21.02.3		Broadcom BCM4709C0	1400	2	128, 32	256	-	5	b/g/n	a/n/ac		Broadcom BCM4366	-	1x 3.0	https://eu.dlink.com/uk/en/products/dir-885l-ac3150-mumimo-ultra-wifi-router	dir-885l		View/Edit data
109	WiFi Router	D-Link	DIR-1960	A1	Available 2020	21.02.3		MediaTek MT7621AT	880	2	128	256	-	5	b/g/n	a/n/ac		MediaTek MT7615N	-	1x 3.0	https://www.dlink.com/en/products/dir-1960-exo-ac1900-smart-mesh-wi-fi-router			View/Edit data
110	WiFi Router	D-Link	DIR-2640	A1	Available 2020	21.02.3		MediaTek MT7621AT	880	2	128NAND	256	-	5	b/g/n	a/n/ac	MU-MIMO	MediaTek MT7615N	-	1x 2.0, 1x 3.0	https://us.dlink.com/en/products/dir-2640-smart-ac2600-high-power-wi-fi-gigabit-router	dir-2640_a1		View/Edit data
111	WiFi Router	D-Link	DIR-2660	A1	Available 2020	21.02.3		MediaTek MT7621AT	880	2	128NAND	256	-	5	b/g/n	a/n/ac		MediaTek MT7615N	-	1x 2.0, 1x 3.0	https://www.dlink.com/en/products/dir-2660-exo-ac2600-smart-mesh-wi-fi-router			View/Edit data
112	WiFi Router	D-Link	DWR-960		Available 2020	21.02.3		MediaTek MT7620A	580	1	16	128	4	1	b/g/n	a/n/ac	MT7610E is mPCIE module	MediaTek MT7610E, MediaTek MT7620A	LTE	-	https://eu.dlink.com/pl/pl/products/dwr-960	dwr-960		View/Edit data
113	WiFi Router	D-Link	DWR-961	A1	unknown 2022	snapshot		MediaTek MT7620A	580	1	16	128	-	5	b/g/n	a/n/ac		¿	LTE	¿	https://www.dlink.com/en/products/dwr-961-4g-ac1200-lte-router			View/Edit data
114	WiFi Router	D-Link	DIR-878	R1	unknown 2022	snapshot		MediaTek MT7621AT	880	2	16	128	-	5	¿	¿		MediaTek MT7615N	¿	¿	http://¿			View/Edit data
115	Router	D-Team	Newifi D2 (Newifi3)		Available 2020	21.02.3		MediaTek MT7621AT	880	2	32	512	-	5	b/g/n	a/n/ac		MediaTek MT7603EN, MediaTek MT7612EN	-	1x 3.0	http://www.newifi.com/product_newifi3_summary.shtml	newifi_d2		View/Edit data
116	unknown	D-Team	PandoraBox	M1	unknown 2019	21.02.3		MediaTek MT7621	¿	¿	¿	¿	¿	¿	¿	¿		¿	¿	¿				View/Edit data
117	WiFi Router	devolo	Magic 2 WiFi next		unknown 2020	21.02.3	PLC	Qualcomm IPQ4018	¿	4	32	256	-	2	b/g/n	a/n/ac		Qualcomm IPQ4018	Powerline	-	https://www.devolo.de/magic-2-wifi-next			View/Edit data
118	WiFi AP	devolo	WiFi pro 1750x		Available 2019	21.02.3		Qualcomm Atheros QCA9558	720	1	16	128	-	1	b/g/n	a/n/ac		Qualcomm Atheros QCA9558, Qualcomm Atheros QCA9880	-	-				View/Edit data
119	WiFi AP	devolo	WiFi pro 1750i		Available 2019	21.02.3		Qualcomm Atheros QCA9558	720	1	16	128	-	1	b/g/n	a/n/ac		Qualcomm Atheros QCA9558, Qualcomm Atheros QCA9880	-	-				View/Edit data
120	WiFi AP	devolo	WiFi pro 1750e		Available 2019	21.02.3		Qualcomm Atheros QCA9558	720	1	16	128	-	2	b/g/n	a/n/ac	3T3R MIMO (2.4Ghz 450Mbps, 5Ghz 1299Mbps, 3x RP-SMA 2dBi dual-band antennas)	Qualcomm Atheros QCA9558, Qualcomm Atheros QCA9880	-	1x 2.0	http://web.archive.org/web/20170630105124/http://www.devolo.com:80/en/Business-Solutions/Wi-Fi-Pro/devolo-WiFi-pro-1750e	wifi_pro_1750e	https://forum.openwrt.org/t/devolo-wifi-pro-1750e-edimax-pro-wap1750-acelink-ew-7679wac/	View/Edit data
121	WiFi Router	devolo	dLAN pro 1200+ WiFi ac		Available 2019	19.07.10	Powerline only supported by external package feed	Atheros AR9344	560	1	16	128	-	2	b/g/n	a/n/ac		Atheros AR9344, Qualcomm Atheros QCA9882-BR4A	Powerline	-	http://www.devolo.de/business-solutions/produkte/article/dlan-pro-1200-wifi-ac/	dlan_pro_1200_wifi_ac		View/Edit data
122	WiFi Router	devolo	Magic 2 WiFi		Available 2019	21.02.3	Powerline only supported by external package feed	Atheros AR9344	560	1	16	128	-	2	b/g/n	a/n/ac		Atheros AR9340, Atheros AR9882-BR4A	Powerline	-	https://www.devolo.com/magic-2-wifi			View/Edit data
123	WiFi AP	devolo	WiFi pro 1200e		Available 2019	21.02.3		Qualcomm Atheros QCA9558	720	1	16	128	-	2	b/g/n	a/n/ac		Qualcomm Atheros QCA9558, Qualcomm Atheros QCA9880	-	-	https://www.devolo.de/support/downloads/download/devolo-wifi-pro-1200e.html	wifi_pro_1200e	https://forum.openwrt.org/t/devolo-wifi-pro-1750e-edimax-pro-wap1750-acelink-ew-7679wac/25411/50	View/Edit data
124	Single Board Computer	Digilent	Zybo Z7-20		Available 2018	21.02.3		Xilinx XC7Z020	667	2	16, microSD	1024	-	1	-	-		-	-	1x OTG	https://reference.digilentinc.com/reference/programmable-logic/zybo-z7/reference-manual			View/Edit data
125	Single Board Computer	Digilent	Zybo Z7-10		Available 2018	21.02.3		Xilinx XC7Z010	667	2	16, microSD	1024	-	1	-	-		-	-	1x OTG	https://reference.digilentinc.com/reference/programmable-logic/zybo-z7/reference-manual			View/Edit data
126	WiFi Router	Digineo	AC1200 Pro		unknown 2018	17.01.7		MediaTek MT7621AT	880	2	32	512	-	5	b/g/n	a/n/ac		MediaTek MT7603E, MediaTek MT7612E	-	1x 3.0	https://www.digineo.de/produkte/ac1200-pro			View/Edit data
127	WiFi Router	DomyWifi	DM202		unknown 2021	snapshot		MediaTek MT7620A	580	1	16, microSD	128	5	-	¿	¿		MediaTek MT7610E, MediaTek MT7620A	-	1x 2.0	http://¿			View/Edit data
128	WiFi Router	DomyWifi	DW22D		unknown 2021	snapshot		MediaTek MT7620A	580	1	16, microSD	128	5	-	¿	¿		MediaTek MT7610E, MediaTek MT7620A	-	1x 2.0	http://¿			View/Edit data
129	WiFi Router	DomyWifi	DM203		unknown 2021	snapshot		MediaTek MT7620A	580	1	16, microSD	128	5	-	¿	¿		MediaTek MT7610E, MediaTek MT7620A	-	1x 2.0	http://¿			View/Edit data
130	unknown	DomyWifi	DW33D		unknown 2018	18.06.9		Qualcomm Atheros QCA9558-AT4A	720	1	128NAND, 16	256	-	5	b/g/n	a/n/ac		Qualcomm Atheros QCA9558, Qualcomm Atheros QCA9880	-	2x 2.0				View/Edit data
131	WiFi Router	Dongwon	DW02-412H	64MB	unknown 2022	snapshot		Qualcomm Atheros QCA9557-AT4A	¿	1	64	128	-	5	¿	¿		Qualcomm Atheros QCA9557-AT4A, Qualcomm Atheros QCA9882-BR4A	-	1x 2.0	http://¿			View/Edit data
132	WiFi Router	Dongwon	DW02-412H	128MB	unknown 2022	snapshot		Qualcomm Atheros QCA9557-AT4A	¿	1	128	128	-	5	¿	¿		Qualcomm Atheros QCA9557-AT4A, Qualcomm Atheros QCA9882-BR4A	-	1x 2.0	http://¿			View/Edit data
133	Router	Dual-Q	H721		unknown 2022	snapshot		MediaTek MT7621AT	880	2	16, microSD	256	-	5	¿	¿		¿	-	-	http://¿			View/Edit data
134	WiFi AP	Edge-corE	ECW5410		unknown 2020	21.02.3		Qualcomm Atheros IPQ8068	1400	4	128NAND, 16	256	-	2	b/g/n	a/n/ac		Qualcomm Atheros QCA9984	-	1x 3.0	https://wifi.edge-core.com/products/wireless-access-point/ECW5410-L			View/Edit data
135	WiFi AP	Edge-corE	OAP-100		unknown 2020	21.02.3		Qualcomm IPQ4019	¿	4	¿	¿	-	2	b/g/n	a/n/ac		¿	LTE	-	https://wifi.edge-core.com/products/wireless-access-point/OAP100			View/Edit data
136	WiFi AP	Edge-corE	ECW5211		unknown 2020	21.02.3		Qualcomm Atheros IPQ4018	¿	4	128NAND	256	-	2	b/g/n	a/n/ac		Qualcomm IPQ4018	-	1x 2.0	https://wifi.edge-core.com/products/wireless-access-point/ECW5211-L			View/Edit data
137	Range Extender	Edimax	RE23S		Available 2020	21.02.3		MediaTek MT7621AT	880	2	16	128	-	1	b/g/n	a/n/ac		MediaTek MT7615	-	-	https://www.edimax.com/edimax/merchandise/merchandise_detail/data/edimax/de/whole_home_wifi_system_ac2600_dual-band/re23s/			View/Edit data
138	WiFi Router	Edimax	RA21S		unknown 2019	21.02.3		MediaTek MT7621A	880	2	16	256	-	5	b/g/n	a/n/ac		MediaTek MT7615N	-	-	https://www.edimax.com/edimax/merchandise/merchandise_detail/data/edimax/us/home_access_points_11g_indoor/ra21s/			View/Edit data
139	WiFi Router	Edimax	Gemini RG21S		Available 2019	21.02.3		MediaTek MT7621AT	880	2	16	256	-	5	b/g/n	a/n/ac		MediaTek MT7615N	-	-	https://www.edimax.com/edimax/merchandise/merchandise_detail/data/edimax/global/wireless_routers_ac2600/rg21s/	gemini_rg21s		View/Edit data
140	WiFi Router	ELECOM	WRC-1167GHBK2-S		Available 2018	21.02.3	WiFi 2.4GHz, WiFi 5GHz	MediaTek MT7621A	880	2	16	128	-	5	b/g/n	a/n/ac		MediaTek MT7615D	-	-	https://www.elecom.co.jp/products/WRC-1167GHBK2-S.html			View/Edit data
141	WiFi Router	ELECOM	WRC-1167GS2-B		unknown 2020	21.02.3		MediaTek MT7621A	880	2	16	128	-	5	b/g/n	a/n/ac		MediaTek MT7615D	-	-	https://www.elecom.co.jp/products/WRC-1167GS2-B.html			View/Edit data
142	WiFi Router	ELECOM	WRC-1167GST2		Available 2021	21.02.3		MediaTek MT7621A	880	2	32	256	-	5	b/g/n	a/n/ac		MediaTek MT7615D	-	-	https://www.elecom.co.jp/products/WRC-1167GST2.html			View/Edit data
143	WiFi Router	ELECOM	WRC-1750GST2		unknown 2021	21.02.3		MediaTek MT7621A	880	2	32	256	-	5	b/g/n	a/n/ac		MediaTek MT7615	-	¿	https://www.elecom.co.jp/products/WRC-1750GST2.html			View/Edit data
144	WiFi Router	ELECOM	WRC-2533GST		Available 2018	21.02.3	WiFi 2.4GHz, WiFi 5GHz	MediaTek MT7621A	880	2	16	128	-	5	b/g/n	a/n/ac		MediaTek MT7615	-	-	http://www2.elecom.co.jp/products/WRC-2533GST.html			View/Edit data
145	WiFi Router	ELECOM	WRC-2533GST2		unknown 2020	21.02.3		MediaTek MT7621A	880	2	32	256	-	5	b/g/n	a/n/ac		MediaTek MT7615	-	-	https://www.elecom.co.jp/products/WRC-2533GST2.html			View/Edit data
146	WiFi Router	ELECOM	WRC-1750GS		unknown 2020	21.02.3		MediaTek MT7621A	880	2	16	128	-	5	b/g/n	a/n/ac		MediaTek MT7615	-	-	https://www.elecom.co.jp/products/WRC-1750GS.html			View/Edit data
147	WiFi Router	ELECOM	WRC-2533GHBK-I		unknown 2021	21.02.3		MediaTek MT7621A	880	2	16	128	-	5	b/g/n	a/n/ac		MediaTek MT7615	-	-	https://www.elecom.co.jp/products/WRC-2533GHBK-I.html			View/Edit data
148	WiFi Router	ELECOM	WRC-1750GHBK2-I/C		unknown 2018	21.02.3		Qualcomm Atheros QCA9563	¿	1	16	128	-	5	b/g/n	a/n/ac		Qualcomm Atheros QCA9563, Qualcomm Atheros QCA9880	-	-	https://www2.elecom.co.jp/products/WRC-1750GHBK2-I.html			View/Edit data
149	WiFi Router	ELECOM	WRC-1750GSV		unknown 2020	21.02.3		MediaTek MT7621A	880	2	16	128	-	5	b/g/n	a/n/ac		MediaTek MT7615	-	-	https://www.elecom.co.jp/products/WRC-1750GSV.html			View/Edit data
150	other	Endian	Endian 4i Edge 200		unknown 2021	snapshot		Marvell 88F6281	1200	1	512NAND	512	-	5	-	-			-	1x 2.0	http://¿			View/Edit data
151	WiFi AP	EnGenius	EAP1300		Available 2018	21.02.3		Qualcomm Atheros IPQ4018	717	4	32	256	-	1	b/g/n	a/n/ac		Qualcomm Atheros IPQ4018	-	-	https://www.engeniustech.com/engenius-products/enturbo-11ac-wave-2-indoor-wireless-access-point-ac1300/	eap1300		View/Edit data
152	WiFi Router	EnGenius	EMR3500		Available 2020	21.02.3		Qualcomm Atheros IPQ4018	¿	4	32	256	-	2	b/g/n	a/n/ac		Qualcomm IPQ4018	-	1x 2.0	https://www.engeniusnetworks.eu/products/wireless/mesh-wifi/emr3500/	emr3500		View/Edit data
153	WiFi Router	EnGenius	ECB1750	v1	Available 2019	21.02.3		Qualcomm Atheros QCA9558	720	1	16	128	-	1	b/g/n	a/n/ac	2.4GHz MIMO 3x3	Qualcomm Atheros QCA9558, Qualcomm QCA9880-BR4A (Senao PCE4553AH)	-	-	https://www.engeniusnetworks.eu/products/wireless/indoor-access-points/ecb1750/	ecb1750	https://forum.openwrt.org/t/future-of-engenius-ecb1750-project/939/6	View/Edit data
154	WiFi AP	EnGenius	EMD1		Available 2020	21.02.3		Qualcomm Atheros IPQ4018	710	4	32	256	-	1	b/g/n	a/n/ac		Qualcomm IPQ4018	-	-	https://www.engeniusnetworks.eu/products/wireless/mesh-wifi/emd1			View/Edit data
155	WiFi AP	EnGenius	ENS620EXT	V1.0.0	Available 2019	21.02.3		Qualcomm Atheros IPQ4018	717	4	32	256	-	2	b/g/n	a/n/ac	2x2 MIMO, 801.11ac Wave 2	Qualcomm Atheros IPQ4018	-	-	https://www.engeniustech.com/engenius-products/ens620ext-outdoor-wireless-access-point/	ens620ext		View/Edit data
156	WiFi AP	Enterasys	WS-AP3705i		Available 2020	21.02.3		Atheros AR9344	560	1	32	128	-	1	b/g/n	a/n		Atheros AR9344, Atheros AR9580	-	-	http://¿			View/Edit data
157	other	eTactica	EG-200		unknown 2018	21.02.3		Atheros AR9331	¿	1	microSD, ¿	¿	1	-	b/g	-		¿	¿	¿	https://www.etactica.com/products/gateway-eg/			View/Edit data
158	WiFi Router	Extreme Networks	WS-AP3825i		unknown 2022	snapshot		Freescale P1020	800	2	64	256	-	2	b/g/n	a/n/ac		Atheros AR9590, Qualcomm Atheros QCA9890	-	1x 2.0	https://www.extremenetworks.com/support/documentation/access-points-ap3825i-e/		https://forum.openwrt.org/t/adding-openwrt-support-for-ws-ap3825i	View/Edit data
159	WiFi Router	EZVIZ	CS-W3-WD1200G EUP		Available 2020	21.02.3		Qualcomm Atheros IPQ4018	717	4	16	128	-	4	b/g/n	a/n/ac		Qualcomm Atheros IPQ4018	-	-	https://www.ezvizlife.com/product/w3/743	cs-w3-wd1200g_eup		View/Edit data
160	Single Board Computer	FriendlyARM	NanoPi NEO		Available 2019	21.02.3		Allwinner H3	1200	4	microSD	512	1	-	-	-		-	-	1x 2.0	http://wiki.friendlyarm.com/wiki/index.php/NanoPi_NEO			View/Edit data
161	Single Board Computer	FriendlyARM	NanoPi NEO Core2		Available 2019	21.02.3	WIP	Allwinner H5	1500	4	8192 eMMC, microSD	1024	-	1	-	-			-	3x 2.0	https://www.friendlyarm.com/index.php?route=product/product&product_id=211	nanopi_neo_core2		View/Edit data
162	Single Board Computer	FriendlyARM	NanoPi NEO Plus2		Available 2019	21.02.3	WiFi 2.4GHz, WIP	Allwinner H5	1200	4	8192NAND, microSD	1024	-	1	b/g/n	-		AMPAK AP6212A	-	1x Header, 1x µUSB (power), 2x 2.0	https://wiki.friendlyarm.com/wiki/index.php/NanoPi_NEO_Plus2	nanopi_neo_plus2		View/Edit data
163	Single Board Computer	FriendlyARM	NanoPi R1		Available 2020	21.02.3		Allwinner H3	1200	4	8192 eMMC, SD	1024	1	1	b/g/n	-		AMPAK AP6212	-	1x OTG, 1x µUSB (power), 2x 2.0	http://wiki.friendlyarm.com/wiki/index.php/NanoPi_R1			View/Edit data
164	Router	FriendlyARM	NanoPi R2S	v1	Available 2021	21.02.3		Rockchip RK3328	1300	4	microSDHC	1024	-	2	-	-		none	-	1x 2.0	https://wiki.friendlyarm.com/wiki/index.php/NanoPi_R2S	nanopi_r2s	https://forum.openwrt.org/t/nanopi-r2s-is-a-great-openwrt-device/	View/Edit data
165	Single Board Computer	FriendlyARM	NanoPi R4S		Available 2022	snapshot		Rockchip RK3399	2000	6	microSD	4096	-	2	-	-		None	-	1x 2.0 header, 1x USB-C (power), 2x 3.0	https://www.friendlyelec.com/index.php?route=product/product&path=69&product_id=284	nanopi_r4s_v1	https://forum.openwrt.org/t/nanopi-r4s-rk3399-4g-is-a-great-new-openwrt-device/79143	View/Edit data
166	Single Board Computer	FriendlyARM	ZeroPi		Available 2021	21.02.3		Allwinner H3	1200	4	microSDHC	512	-	1	-	-		-	-	1x 2.0, 1x µUSB (power)	http://wiki.friendlyarm.com/wiki/index.php/ZeroPi			View/Edit data
167	Single Board Computer	FriendlyARM	NanoPi NEO Air		unknown 2019	21.02.3		Allwinner H3	1200	4	8192 eMMC, microSDHC	512	-	-	b/g/n	-		AMPAK AP6212	-	1x OTG	http://wiki.friendlyarm.com/wiki/index.php/NanoPi_NEO_Air			View/Edit data
168	Single Board Computer	FriendlyARM	NanoPi R1S H5		unknown 2022	snapshot		Allwinner H5	¿	4	microSD	512	-	2	¿	¿		¿	-	1x 2.0, 1x µUSB (power)	https://www.friendlyelec.com/index.php?route=product/product&path=69&product_id=274			View/Edit data
169	WiFi Router	Gainstrong	MiniBox	v3.2	Available 2019	19.07.10		Qualcomm Atheros QCA9531	550	1	16	128	2	-	b/g/n	a/n		Qualcomm Atheros QCA9531, Qualcomm Atheros QCA9887	-	1x 2.0, 1x µUSB (power)	http://www.gainstrong.cn/product/minibox-v3-2-2/			View/Edit data
170	other	Gainstrong	Oolite	v5.2	Available 2019	19.07.10		Qualcomm Atheros QCA9531	650	1	16	128	5	-	b/g/n	a/n/ac		Qualcomm Atheros QCA9531, Qualcomm Atheros QCA9887	-	1x 2.0	http://www.gainstrong.cn/product/oolite-v5-2/			View/Edit data
171	Single Board Computer	Gateworks	Ventana GW5520		unknown 2018	17.01.4		Freescale i.MX 6	800	2	256NAND	512	-	2	b/g/n	a/n/ac		2x mini-PCIe	-	2x 2.0	http://www.gateworks.com/product/item/ventana-gw5520-single-board-computer	gateworks		View/Edit data
172	Single Board Computer	Gateworks	Newport GW6400		unknown 2018	snapshot		Cavium CN8020	800	2	8192	1024	-	5	-	-		3x mini-PCIe	-	1x 3.0, 2x 2.0	http://www.gateworks.com/octeon-tx-single-board-computers-gateworks-newport	gateworks		View/Edit data
173	Single Board Computer	Gateworks	Ventana GW5410		unknown 2018	17.01.4		Freescale i.MX 6	1000	4	256NAND	1024	-	2	b/g/n	a/n/ac		6x mini-PCIe	-	1x 2.0, 1x OTG	http://www.gateworks.com/product/item/ventana-gw5410-network-processor	gateworks		View/Edit data
174	Single Board Computer	Gateworks	Ventana GW5400		unknown 2018	17.01.4		Freescale i.MX 6	1000	4	256NAND	1024	-	2	b/g/n	a/n/ac		6x mini-PCIe	-	1x 2.0, 1x OTG	http://www.gateworks.com/product/item/ventana-gw5400-network-processor	gateworks		View/Edit data
175	Single Board Computer	Gateworks	Ventana GW5530		Available 2020	21.02.3		NXP i.MX6	800	2	256	512	-	-	-	-		1x mini-PCIe	Mobile Wireless/Cellular network	1x OTG	http://www.gateworks.com/product/item/ventana-gw5530-single-board-computer	gateworks		View/Edit data
176	Single Board Computer	Gateworks	Newport GW6100		unknown 2018	snapshot		Cavium CN8021	800	2	8192	1024	-	1	-	-		1x mini-PCIe	-	1x 2.0	http://www.gateworks.com/octeon-tx-single-board-computers-gateworks-newport	gateworks		View/Edit data
177	Single Board Computer	Gateworks	Newport GW6200		unknown 2018	snapshot		Cavium CN8021	800	2	8192	1024	-	2	-	-		2x mini-PCIe	-	1x 2.0, 1x 3.0	http://www.gateworks.com/octeon-tx-single-board-computers-gateworks-newport	gateworks		View/Edit data
178	Single Board Computer	Gateworks	Newport GW6300		unknown 2018	snapshot		Cavium CN8020	800	2	8192	1024	-	2	-	-		3x mini-PCIe	-	1x 3.0, 2x 2.0	http://www.gateworks.com/product/item/newport-gw6300-single-board-computer	gateworks		View/Edit data
179	Single Board Computer	Gateworks	Ventana GW5100		unknown 2018	21.02.3		Freescale i.MX 6	800	2	256NAND	512	-	1	b/g/n	a/n/ac		1x mini-PCIe	-	1x OTG	http://www.gateworks.com/product/item/ventana-gw5100-network-processor	gateworks		View/Edit data
180	Single Board Computer	Gateworks	Ventana GW5200		unknown 2018	17.01.4	¿	Freescale i.MX 6	800	2	256NAND	512	-	1	b/g/n	a/n/ac		2x mini-PCIe	-	1x OTG	http://www.gateworks.com/product/item/ventana-gw5200-network-processor	gateworks		View/Edit data
181	Single Board Computer	Gateworks	Ventana GW5220		unknown 2018	17.01.4	¿	Freescale i.MX 6	800	2	256NAND	512	-	1	b/g/n	a/n/ac		2x mini-PCIe	-	1x OTG	http://www.gateworks.com/product/item/ventana-gw5200-network-processor	gateworks		View/Edit data
182	Single Board Computer	Gateworks	Ventana GW5300		unknown 2018	17.01.4		Freescale i.MX 6	800	2	256NAND	1024	-	2	b/g/n	a/n/ac		4x mini-PCIe	-	1x 2.0, 1x OTG	http://www.gateworks.com/product/item/ventana-gw5300-network-processor	gateworks		View/Edit data
183	Single Board Computer	Gateworks	Ventana GW5310		unknown 2018	17.01.4		Freescale i.MX 6	800	2	256NAND	1024	-	2	b/g/n	a/n/ac		4x mini-PCIe	-	1x 2.0, 1x OTG	http://www.gateworks.com/product/item/ventana-gw5310-network-processor	gateworks		View/Edit data
184	Single Board Computer	Gateworks	Ventana GW5510		unknown 2018	17.01.4		Freescale i.MX 6	800	2	256NAND	512	-	-	b/g/n	a/n/ac		1x mini-PCIe	-	1x OTG	http://www.gateworks.com/product/item/ventana-gw5510-single-board-computer	gateworks		View/Edit data
185	WiFi Router	GeHua	GHL-R-001		unknown 2019	19.07.0		MediaTek MT7621AT	880	2	32	512	-	4	¿	¿		MediaTek MT7603EN, MediaTek MT7612EN	-	1x 3.0				View/Edit data
186	WiFi AP	GL.iNet	GL-AP1300		Available 2020	21.02.3		Qualcomm IPQ4018	717	4	128NAND, 4	256	-	2	b/g/n	a/n/ac	MU-MIMO	Qualcomm IPQ4018	-	-	https://www.gl-inet.com/products/gl-ap1300/	gl-ap1300		View/Edit data
187	Travel Router	GL.iNet	GL-AR300M-Lite	v1	Available 2019	21.02.3		Qualcomm Atheros QCA9531	650	1	16	128	1	-	b/g/n	-	2x2	Qualcomm Atheros QCA9531	-	1x 2.0	https://docs.gl-inet.com/en/3/hardware/ar300m/	gl-ar300m_lite		View/Edit data
188	WiFi Router	GL.iNet	GL-AR300M	v1.4.0	Available 2020	21.02.3	must be forced into booting from NOR flash, NAND flash not supported until after 19.07.x	Qualcomm Atheros QCA9531	650	1	128NAND, 16	128	2	-	b/g/n	-		Qualcomm Atheros QCA9531	-	1x 2.0	https://www.gl-inet.com/products/gl-ar300m/	gl-ar300m	https://forum.openwrt.org/t/gl-ar300m-sysupgrade-problem/1812, https://forum.openwrt.org/t/howto-upgrade-the-preinstalled-openwrt-lede-17-01-firmware-in-the-gl-ar300m-router/21129	View/Edit data
189	Travel Router	GL.iNet	GL-AR750		Available 2019	21.02.3		Qualcomm Atheros QCA9531	650	1	16	128	3	-	b/g/n	a/n/ac		Qualcomm Atheros QCA9531, Qualcomm Atheros QCA9887	-	1x 2.0	https://www.gl-inet.com/ar750/	gl-ar750		View/Edit data
190	Travel Router	GL.iNet	GL-AR750S	v1	Available 2019	21.02.3		Qualcomm Atheros QCA9563	775	1	128NAND, 16, microSDXC	128	-	3	b/g/n	a/n/ac		Qualcomm Atheros QCA9563, Qualcomm Atheros QCA9887	-	1x 2.0	https://www.gl-inet.com/products/gl-ar750s/	gl-ar750s		View/Edit data
191	WiFi Router	GL.iNet	GL-B1300		Available 2019	21.02.3		Qualcomm Atheros IPQ4028	717	4	32	256	-	3	b/g/n	a/n/ac	Detachable antennas are inside the case	Qualcomm Atheros IPQ4028	-	1x 3.0, 1x Header	https://www.gl-inet.com/b1300/	gl-b1300		View/Edit data
